"","meanNDVI","date","county"
"NDVI_20120214_clip_20161215062447_290624252",0.665485700814316,2012-02-14,"merced"
"NDVI_20120215_clip_20161215062447_1323723426",0.735339961669668,2012-02-15,"merced"
"NDVI_20120216_clip_20161215062448_2658281",0.719802472249479,2012-02-16,"merced"
"NDVI_20120217_clip_20161215062449_991078771",0.715505043937139,2012-02-17,"merced"
"NDVI_20120218_clip_20161215062449_330332087",0.627715606982177,2012-02-18,"merced"
"NDVI_20120219_clip_20161215062450_1998449802",0.598791504275054,2012-02-19,"merced"
"NDVI_20120220_clip_20161215062450_516230352",0.734530094389646,2012-02-20,"merced"
"NDVI_20120221_clip_20161215062451_683157381",0.597091816338424,2012-02-21,"merced"
"NDVI_20120222_clip_20161215062452_632862308",0.602542132057933,2012-02-22,"merced"
"NDVI_20120223_clip_20161215062452_113557375",0.705255248746514,2012-02-23,"merced"
"NDVI_20120224_clip_20161215062453_1622744864",0.726280709912423,2012-02-24,"merced"
"NDVI_20120225_clip_20161215062454_165880325",0.734466779722317,2012-02-25,"merced"
"NDVI_20120226_clip_20161215062454_1092543499",0.714622579341466,2012-02-26,"merced"
"NDVI_20120227_clip_20161215062455_1492937696",0.626652775168701,2012-02-27,"merced"
"NDVI_20120228_clip_20161215062456_1352803775",0.710994027141238,2012-02-28,"merced"
"NDVI_20120302_clip_20161215062456_960580848",0.731325233983914,2012-03-02,"merced"
"NDVI_20120303_clip_20161215062457_1006967256",0.738359099250338,2012-03-03,"merced"
"NDVI_20120304_clip_20161215062458_990343622",0.727503830187085,2012-03-04,"merced"
"NDVI_20120305_clip_20161215062458_1266039448",0.776849775662035,2012-03-05,"merced"
"NDVI_20120306_clip_20161215062459_379966561",0.690892635056662,2012-03-06,"merced"
"NDVI_20120307_clip_20161215062459_2139218409",0.762379177793803,2012-03-07,"merced"
"NDVI_20120308_clip_20161215062500_1142807961",0.7259524894793,2012-03-08,"merced"
"NDVI_20120309_clip_20161215062501_232044105",0.746591845018305,2012-03-09,"merced"
"NDVI_20120310_clip_20161215062502_1739042397",0.71035448770071,2012-03-10,"merced"
"NDVI_20120311_clip_20161215062502_715518319",0.660419707062388,2012-03-11,"merced"
"NDVI_20120312_clip_20161215062503_2066774869",0.686999344522427,2012-03-12,"merced"
"NDVI_20120313_clip_20161215062503_1876361699",0.507820937713868,2012-03-13,"merced"
"NDVI_20120314_clip_20161215062504_441727264",0.512236851150545,2012-03-14,"merced"
"NDVI_20120315_clip_20161215062505_544513771",0.677301604190503,2012-03-15,"merced"
"NDVI_20120316_clip_20161215062505_374409848",0.501640182657999,2012-03-16,"merced"
"NDVI_20120317_clip_20161215062506_756221897",0.487082403551862,2012-03-17,"merced"
"NDVI_20120318_clip_20161215062507_702162477",0.595995073312872,2012-03-18,"merced"
"NDVI_20120319_clip_20161215062507_937285150",0.718779366774512,2012-03-19,"merced"
"NDVI_20120320_clip_20161215062508_827549009",0.754883351701593,2012-03-20,"merced"
"NDVI_20120321_clip_20161215062509_706239978",0.803891794095097,2012-03-21,"merced"
"NDVI_20120322_clip_20161215062509_1762959883",0.695245751546415,2012-03-22,"merced"
"NDVI_20120323_clip_20161215062510_99822914",0.782887963251221,2012-03-23,"merced"
"NDVI_20120324_clip_20161215062511_1949831897",0.75250200211837,2012-03-24,"merced"
"NDVI_20120325_clip_20161215062511_1551194995",0.560149898162144,2012-03-25,"merced"
"NDVI_20120326_clip_20161215062512_1026586022",0.665205484444902,2012-03-26,"merced"
"NDVI_20120327_clip_20161215062513_1729694379",0.585185331138775,2012-03-27,"merced"
"NDVI_20120328_clip_20161215062513_1276949109",0.542840341513886,2012-03-28,"merced"
"NDVI_20120329_clip_20161215062514_1025979015",0.711815541517739,2012-03-29,"merced"
"NDVI_20120330_clip_20161215062515_210327322",0.689754364486689,2012-03-30,"merced"
"NDVI_20120331_clip_20161215062515_1498316671",0.518822729827468,2012-03-31,"merced"
"NDVI_20120401_clip_20161215062546_1513057801",0.783512215120679,2012-04-01,"merced"
"NDVI_20120402_clip_20161215062547_1770256163",0.754615906343333,2012-04-02,"merced"
"NDVI_20120403_clip_20161215062547_332562611",0.724201922121208,2012-04-03,"merced"
"NDVI_20120404_clip_20161215062548_1573463381",0.766547524751175,2012-04-04,"merced"
"NDVI_20120405_clip_20161215062549_2113166672",0.760774764159928,2012-04-05,"merced"
"NDVI_20120406_clip_20161215062549_1051192666",0.801329345297441,2012-04-06,"merced"
"NDVI_20120407_clip_20161215062550_1542919052",0.74880698265327,2012-04-07,"merced"
"NDVI_20120408_clip_20161215062551_1271983493",0.786446983161188,2012-04-08,"merced"
"NDVI_20120409_clip_20161215062551_933209297",0.690859875358553,2012-04-09,"merced"
"NDVI_20120410_clip_20161215062552_999221897",0.546965077538574,2012-04-10,"merced"
"NDVI_20120411_clip_20161215062553_2067878993",0.59668023522533,2012-04-11,"merced"
"NDVI_20120412_clip_20161215062553_1858323773",0.555813151692759,2012-04-12,"merced"
"NDVI_20120413_clip_20161215062554_1891331016",0.578579813332359,2012-04-13,"merced"
"NDVI_20120414_clip_20161215062555_233509541",0.5674397189852,2012-04-14,"merced"
"NDVI_20120415_clip_20161215062555_158121383",0.791467517199855,2012-04-15,"merced"
"NDVI_20120416_clip_20161215062556_81958657",0.734155022854143,2012-04-16,"merced"
"NDVI_20120417_clip_20161215062557_1651751542",0.773522121382887,2012-04-17,"merced"
"NDVI_20120418_clip_20161215062557_1652411389",0.756539691422001,2012-04-18,"merced"
"NDVI_20120419_clip_20161215062558_1502542816",0.767878884208157,2012-04-19,"merced"
"NDVI_20120420_clip_20161215062559_1376452119",0.77439206316054,2012-04-20,"merced"
"NDVI_20120421_clip_20161215062559_1911944164",0.752040672011195,2012-04-21,"merced"
"NDVI_20120422_clip_20161215062600_378322911",0.799775727713653,2012-04-22,"merced"
"NDVI_20120423_clip_20161215062601_409699474",0.753400842706838,2012-04-23,"merced"
"NDVI_20120424_clip_20161215062601_2144358974",0.559137782086328,2012-04-24,"merced"
"NDVI_20120425_clip_20161215062602_1483505875",0.576702990977132,2012-04-25,"merced"
"NDVI_20120426_clip_20161215062603_1707071153",0.65838619518866,2012-04-26,"merced"
"NDVI_20120427_clip_20161215062603_1087949417",0.769988059536805,2012-04-27,"merced"
"NDVI_20120428_clip_20161215062604_287158402",0.755736041764912,2012-04-28,"merced"
"NDVI_20120429_clip_20161215062604_1369108806",0.767181897434618,2012-04-29,"merced"
"NDVI_20120430_clip_20161215062605_1317811986",0.736867745468031,2012-04-30,"merced"
"NDVI_20120501_clip_20161215062606_514714086",0.781799704093692,2012-05-01,"merced"
"NDVI_20120502_clip_20161215062606_1443683051",0.729158155747952,2012-05-02,"merced"
"NDVI_20120503_clip_20161215062607_620664160",0.7478322170073,2012-05-03,"merced"
"NDVI_20120504_clip_20161215062608_1380688176",0.669739076103935,2012-05-04,"merced"
"NDVI_20120505_clip_20161215062608_1271656277",0.735174625442951,2012-05-05,"merced"
"NDVI_20120506_clip_20161215062609_419431017",0.742076099326088,2012-05-06,"merced"
"NDVI_20120507_clip_20161215062610_1466059981",0.721751740824956,2012-05-07,"merced"
"NDVI_20120508_clip_20161215062610_1732385652",0.754785008172671,2012-05-08,"merced"
"NDVI_20120509_clip_20161215062611_968837197",0.710372790280892,2012-05-09,"merced"
"NDVI_20120510_clip_20161215062612_1534886984",0.74303089852095,2012-05-10,"merced"
"NDVI_20120512_clip_20161215062612_538634441",0.727237610838981,2012-05-12,"merced"
"NDVI_20120513_clip_20161215062613_1635992181",0.64816354625189,2012-05-13,"merced"
"NDVI_20120514_clip_20161215062614_80771716",0.714294183764035,2012-05-14,"merced"
"NDVI_20120515_clip_20161215062614_1657754341",0.723828777173092,2012-05-15,"merced"
"NDVI_20120516_clip_20161215062615_1132875878",0.70127421862651,2012-05-16,"merced"
"NDVI_20120517_clip_20161215062616_486961274",0.745954670025934,2012-05-17,"merced"
"NDVI_20120518_clip_20161215062616_144528035",0.698751440014607,2012-05-18,"merced"
"NDVI_20120519_clip_20161215062617_1821721806",0.728077690512126,2012-05-19,"merced"
"NDVI_20120520_clip_20161215062618_1858901524",0.710291085461227,2012-05-20,"merced"
"NDVI_20120521_clip_20161215062618_501087844",0.709314568372178,2012-05-21,"merced"
"NDVI_20120522_clip_20161215062619_239293564",0.722718975265683,2012-05-22,"merced"
"NDVI_20120523_clip_20161215062620_1776086229",0.702635702904462,2012-05-23,"merced"
"NDVI_20120524_clip_20161215062620_369535315",0.743827192117105,2012-05-24,"merced"
"NDVI_20120525_clip_20161215062621_604397779",0.623728864897064,2012-05-25,"merced"
"NDVI_20120526_clip_20161215062622_881142561",0.727786998158205,2012-05-26,"merced"
"NDVI_20120527_clip_20161215062622_2005065904",0.703801988851189,2012-05-27,"merced"
"NDVI_20120528_clip_20161215062623_1579927852",0.722294600607488,2012-05-28,"merced"
"NDVI_20120529_clip_20161215062624_1295888723",0.717317437235943,2012-05-29,"merced"
"NDVI_20120530_clip_20161215062624_1242439692",0.711166894573197,2012-05-30,"merced"
"NDVI_20120531_clip_20161215062625_1456633879",0.729678597059064,2012-05-31,"merced"
"NDVI_20120601_clip_20161215062625_550860248",0.702606979237956,2012-06-01,"merced"
"NDVI_20120602_clip_20161215062626_1728835505",0.742329620711865,2012-06-02,"merced"
"NDVI_20120603_clip_20161215062627_1203560019",0.701404788708096,2012-06-03,"merced"
"NDVI_20120604_clip_20161215062627_1715089751",0.540216015011074,2012-06-04,"merced"
"NDVI_20120605_clip_20161215062628_1061924213",0.724217521801313,2012-06-05,"merced"
"NDVI_20120607_clip_20161215062629_750160046",0.732612789650372,2012-06-07,"merced"
"NDVI_20120608_clip_20161215062629_1862858520",0.716214290812236,2012-06-08,"merced"
"NDVI_20120609_clip_20161215062630_474255563",0.745157150419624,2012-06-09,"merced"
"NDVI_20120610_clip_20161215062631_1999625624",0.705395539337193,2012-06-10,"merced"
"NDVI_20120611_clip_20161215062631_1920309808",0.74449965868753,2012-06-11,"merced"
"NDVI_20120612_clip_20161215062632_1356889370",0.714574677373238,2012-06-12,"merced"
"NDVI_20120613_clip_20161215062633_1671097646",0.733582388539257,2012-06-13,"merced"
"NDVI_20120614_clip_20161215062633_1165430222",0.728920309777737,2012-06-14,"merced"
"NDVI_20120615_clip_20161215062634_1924582817",0.711714745968506,2012-06-15,"merced"
"NDVI_20120616_clip_20161215062635_488095914",0.741611441477062,2012-06-16,"merced"
"NDVI_20120617_clip_20161215062635_2098422680",0.714893527585885,2012-06-17,"merced"
"NDVI_20120618_clip_20161215062636_1397774306",0.760590691693037,2012-06-18,"merced"
"NDVI_20120619_clip_20161215062637_1193557367",0.717617196719022,2012-06-19,"merced"
"NDVI_20120620_clip_20161215062637_966931040",NA,2012-06-20,"merced"
"NDVI_20120621_clip_20161215062638_956797940",0.733834683914878,2012-06-21,"merced"
"NDVI_20120622_clip_20161215062639_1035998033",0.743791812966896,2012-06-22,"merced"
"NDVI_20120623_clip_20161215062639_423874319",0.748711704149738,2012-06-23,"merced"
"NDVI_20120624_clip_20161215062640_1107992309",0.732360844563367,2012-06-24,"merced"
"NDVI_20120625_clip_20161215062641_103496137",0.777103822480735,2012-06-25,"merced"
"NDVI_20120626_clip_20161215062641_1847600200",0.727077528924009,2012-06-26,"merced"
"NDVI_20120627_clip_20161215062642_1930004021",0.770873676730021,2012-06-27,"merced"
"NDVI_20120628_clip_20161215062643_591996232",0.737626032749358,2012-06-28,"merced"
"NDVI_20120629_clip_20161215062643_810298033",0.761909002899076,2012-06-29,"merced"
"NDVI_20120630_clip_20161215062644_1649094579",0.756653097361407,2012-06-30,"merced"
"NDVI_20120701_clip_20161215062709_1909258474",0.754386029439131,2012-07-01,"merced"
"NDVI_20120702_clip_20161215062710_1268256075",0.771855535720463,2012-07-02,"merced"
"NDVI_20120703_clip_20161215062711_1253710385",0.744605095560924,2012-07-03,"merced"
"NDVI_20120704_clip_20161215062712_701144536",0.789718153401018,2012-07-04,"merced"
"NDVI_20120705_clip_20161215062712_2142687756",0.742000086696432,2012-07-05,"merced"
"NDVI_20120706_clip_20161215062713_1976890965",0.777348148790344,2012-07-06,"merced"
"NDVI_20120707_clip_20161215062714_690072696",0.758604292524272,2012-07-07,"merced"
"NDVI_20120708_clip_20161215062714_1734566274",0.767984058365089,2012-07-08,"merced"
"NDVI_20120709_clip_20161215062715_897488450",0.774884218665917,2012-07-09,"merced"
"NDVI_20120710_clip_20161215062716_1027387477",0.758364257250208,2012-07-10,"merced"
"NDVI_20120711_clip_20161215062716_1081136973",0.799196788203681,2012-07-11,"merced"
"NDVI_20120712_clip_20161215062717_1411740973",0.740818650767066,2012-07-12,"merced"
"NDVI_20120713_clip_20161215062718_1705873023",0.791848696335237,2012-07-13,"merced"
"NDVI_20120714_clip_20161215062718_1283898428",0.761011038032149,2012-07-14,"merced"
"NDVI_20120715_clip_20161215062719_1108751717",0.781994814852763,2012-07-15,"merced"
"NDVI_20120716_clip_20161215062720_1174641322",0.776089386649012,2012-07-16,"merced"
"NDVI_20120717_clip_20161215062720_958652769",0.770963700904314,2012-07-17,"merced"
"NDVI_20120718_clip_20161215062721_1948082251",0.786174108329382,2012-07-18,"merced"
"NDVI_20120719_clip_20161215062722_973907509",0.696049488775658,2012-07-19,"merced"
"NDVI_20120720_clip_20161215062722_920839795",0.80481427916514,2012-07-20,"merced"
"NDVI_20120721_clip_20161215062723_1264460015",0.76387096943688,2012-07-21,"merced"
"NDVI_20120722_clip_20161215062724_1008046726",0.783194640934465,2012-07-22,"merced"
"NDVI_20120723_clip_20161215062724_361870389",0.779409772439379,2012-07-23,"merced"
"NDVI_20120724_clip_20161215062725_1040183208",0.789707382026078,2012-07-24,"merced"
"NDVI_20120725_clip_20161215062726_61452544",0.777192883361335,2012-07-25,"merced"
"NDVI_20120726_clip_20161215062726_267262395",0.777216878131525,2012-07-26,"merced"
"NDVI_20120727_clip_20161215062727_114675302",0.812343119959401,2012-07-27,"merced"
"NDVI_20120728_clip_20161215062728_1912410810",0.771632401872117,2012-07-28,"merced"
"NDVI_20120729_clip_20161215062728_593879615",0.808246844884757,2012-07-29,"merced"
"NDVI_20120730_clip_20161215062729_1914500544",0.776784534407318,2012-07-30,"merced"
"NDVI_20120731_clip_20161215062730_1323362243",0.795468841608683,2012-07-31,"merced"
"NDVI_20120801_clip_20161215062730_278283556",0.786347763910727,2012-08-01,"merced"
"NDVI_20120802_clip_20161215062731_2022710201",0.780766790537478,2012-08-02,"merced"
"NDVI_20120803_clip_20161215062731_370383311",0.685875706214689,2012-08-03,"merced"
"NDVI_20120804_clip_20161215062732_948705425",0.753833186431045,2012-08-04,"merced"
"NDVI_20120805_clip_20161215062733_778135462",0.81437820924578,2012-08-05,"merced"
"NDVI_20120806_clip_20161215062733_138876832",0.773727565656128,2012-08-06,"merced"
"NDVI_20120807_clip_20161215062734_684441212",0.800325330552042,2012-08-07,"merced"
"NDVI_20120808_clip_20161215062735_2004264060",0.778500948625358,2012-08-08,"merced"
"NDVI_20120810_clip_20161215062735_1583245114",0.785819791394372,2012-08-10,"merced"
"NDVI_20120811_clip_20161215062736_4438059",0.772533694480896,2012-08-11,"merced"
"NDVI_20120812_clip_20161215062737_71098044",0.814424447343083,2012-08-12,"merced"
"NDVI_20120813_clip_20161215062737_1497229767",0.7641771216872,2012-08-13,"merced"
"NDVI_20120814_clip_20161215062738_1805298159",0.800374370958271,2012-08-14,"merced"
"NDVI_20120815_clip_20161215062739_1456700695",0.7689113599036,2012-08-15,"merced"
"NDVI_20120816_clip_20161215062739_741373746",0.787349151491507,2012-08-16,"merced"
"NDVI_20120817_clip_20161215062740_391565972",0.775300974546716,2012-08-17,"merced"
"NDVI_20120818_clip_20161215062741_349914244",0.622312944652982,2012-08-18,"merced"
"NDVI_20120819_clip_20161215062741_2145155164",0.784040938230543,2012-08-19,"merced"
"NDVI_20120820_clip_20161215062742_670923749",0.769240456058263,2012-08-20,"merced"
"NDVI_20120821_clip_20161215062743_1150586826",0.791339063911683,2012-08-21,"merced"
"NDVI_20120822_clip_20161215062743_1479035575",0.764201466746007,2012-08-22,"merced"
"NDVI_20120823_clip_20161215062744_905002729",0.790305762554234,2012-08-23,"merced"
"NDVI_20120824_clip_20161215062745_331074451",0.768166646306141,2012-08-24,"merced"
"NDVI_20120825_clip_20161215062745_1297906284",0.774299061533012,2012-08-25,"merced"
"NDVI_20120826_clip_20161215062746_510158089",0.773348816090157,2012-08-26,"merced"
"NDVI_20120827_clip_20161215062747_847029101",0.767498032910491,2012-08-27,"merced"
"NDVI_20120828_clip_20161215062747_1488981525",0.799451360455305,2012-08-28,"merced"
"NDVI_20120829_clip_20161215062748_1096401627",0.758792485083178,2012-08-29,"merced"
"NDVI_20120830_clip_20161215062749_1669221592",0.788395551159433,2012-08-30,"merced"
"NDVI_20120831_clip_20161215062749_441584861",0.758122207816603,2012-08-31,"merced"
"NDVI_20120901_clip_20161215062750_777740668",0.774291004894845,2012-09-01,"merced"
"NDVI_20120902_clip_20161215062751_1294706789",0.763553958239467,2012-09-02,"merced"
"NDVI_20120903_clip_20161215062751_542254645",0.763194562119526,2012-09-03,"merced"
"NDVI_20120904_clip_20161215062752_2093104719",0.764831635966059,2012-09-04,"merced"
"NDVI_20120905_clip_20161215062752_1121467878",0.745912372675561,2012-09-05,"merced"
"NDVI_20120906_clip_20161215062753_1551538080",0.693126943280829,2012-09-06,"merced"
"NDVI_20120907_clip_20161215062754_2136203562",0.749135816091471,2012-09-07,"merced"
"NDVI_20120908_clip_20161215062754_1392237005",0.730204205127262,2012-09-08,"merced"
"NDVI_20120909_clip_20161215062755_439587422",0.752261791699999,2012-09-09,"merced"
"NDVI_20120910_clip_20161215062756_1457058446",0.760126384132626,2012-09-10,"merced"
"NDVI_20120911_clip_20161215062756_1903824208",0.755775711950665,2012-09-11,"merced"
"NDVI_20120912_clip_20161215062757_381425156",0.744373817502258,2012-09-12,"merced"
"NDVI_20120913_clip_20161215062758_661847905",0.756211470988878,2012-09-13,"merced"
"NDVI_20120914_clip_20161215062758_2023607755",0.736129687354274,2012-09-14,"merced"
"NDVI_20120915_clip_20161215062759_292027474",0.768612038281291,2012-09-15,"merced"
"NDVI_20120916_clip_20161215062800_211764051",0.721980917151926,2012-09-16,"merced"
"NDVI_20120917_clip_20161215062800_1102200696",0.75270543223207,2012-09-17,"merced"
"NDVI_20120918_clip_20161215062801_1264832075",0.739342446967398,2012-09-18,"merced"
"NDVI_20120919_clip_20161215062802_171550159",0.737745656311697,2012-09-19,"merced"
"NDVI_20120920_clip_20161215062802_1617019090",0.737394754690693,2012-09-20,"merced"
"NDVI_20120921_clip_20161215062803_924935285",0.711548796736711,2012-09-21,"merced"
"NDVI_20120922_clip_20161215062804_455687267",0.7219440492751,2012-09-22,"merced"
"NDVI_20120923_clip_20161215062804_157143929",0.714446121451193,2012-09-23,"merced"
"NDVI_20120924_clip_20161215062805_1638842208",0.748400910575257,2012-09-24,"merced"
"NDVI_20120925_clip_20161215062806_742409424",0.724189749591804,2012-09-25,"merced"
"NDVI_20120926_clip_20161215062806_1445700738",0.728249069217468,2012-09-26,"merced"
"NDVI_20120927_clip_20161215062807_121866685",0.725522772919712,2012-09-27,"merced"
"NDVI_20120928_clip_20161215062808_1370577633",0.714163088249525,2012-09-28,"merced"
"NDVI_20120929_clip_20161215062808_986729553",0.766946941345485,2012-09-29,"merced"
"NDVI_20120930_clip_20161215062809_1155857472",0.709356340289627,2012-09-30,"merced"
"NDVI_20121001_clip_20161215062953_546554307",0.745638009117137,2012-10-01,"merced"
"NDVI_20121002_clip_20161215062954_2122940711",0.70804818745345,2012-10-02,"merced"
"NDVI_20121003_clip_20161215062954_2114174452",0.721753930128805,2012-10-03,"merced"
"NDVI_20121004_clip_20161215062955_701699099",0.708825565464345,2012-10-04,"merced"
"NDVI_20121006_clip_20161215062956_851442269",0.714606903925903,2012-10-06,"merced"
"NDVI_20121007_clip_20161215062956_1903045244",0.700331329244589,2012-10-07,"merced"
"NDVI_20121008_clip_20161215062957_1523093682",0.743557469882842,2012-10-08,"merced"
"NDVI_20121009_clip_20161215062958_1777483412",0.697742433656431,2012-10-09,"merced"
"NDVI_20121010_clip_20161215062958_1162725079",0.716428826951329,2012-10-10,"merced"
"NDVI_20121011_clip_20161215062959_477326618",0.497324081156116,2012-10-11,"merced"
"NDVI_20121013_clip_20161215063000_1079335596",0.713384046367704,2012-10-13,"merced"
"NDVI_20121014_clip_20161215063000_606439309",0.701653931486174,2012-10-14,"merced"
"NDVI_20121015_clip_20161215063001_1134351364",0.72681927865941,2012-10-15,"merced"
"NDVI_20121016_clip_20161215063002_827245137",0.695914977947142,2012-10-16,"merced"
"NDVI_20121017_clip_20161215063002_1091914715",0.731132032098697,2012-10-17,"merced"
"NDVI_20121018_clip_20161215063003_439059100",0.69197843448136,2012-10-18,"merced"
"NDVI_20121019_clip_20161215063004_961665101",0.713127197240076,2012-10-19,"merced"
"NDVI_20121020_clip_20161215063004_433282031",0.699024052129952,2012-10-20,"merced"
"NDVI_20121021_clip_20161215063005_134434690",0.691912142360796,2012-10-21,"merced"
"NDVI_20121022_clip_20161215063006_1762120137",0.505703265493029,2012-10-22,"merced"
"NDVI_20121023_clip_20161215063006_1751919081",0.621293420408029,2012-10-23,"merced"
"NDVI_20121024_clip_20161215063007_1095253424",0.666631296332108,2012-10-24,"merced"
"NDVI_20121025_clip_20161215063007_1108564747",0.67876370887338,2012-10-25,"merced"
"NDVI_20121026_clip_20161215063008_1681768971",0.724665529104386,2012-10-26,"merced"
"NDVI_20121027_clip_20161215063009_725880604",0.69314454528378,2012-10-27,"merced"
"NDVI_20121028_clip_20161215063009_680554372",0.702411167901653,2012-10-28,"merced"
"NDVI_20121029_clip_20161215063010_83421590",0.698692679099285,2012-10-29,"merced"
"NDVI_20121030_clip_20161215063011_1159756807",0.688813624098613,2012-10-30,"merced"
"NDVI_20121031_clip_20161215063011_1753890197",0.528988878774305,2012-10-31,"merced"
"NDVI_20121101_clip_20161215063012_1165382306",0.510022676809273,2012-11-01,"merced"
"NDVI_20121102_clip_20161215063013_1756126821",0.724113440320866,2012-11-02,"merced"
"NDVI_20121103_clip_20161215063013_1132218709",0.691552746240856,2012-11-03,"merced"
"NDVI_20121104_clip_20161215063014_1806568580",0.711837697272697,2012-11-04,"merced"
"NDVI_20121105_clip_20161215063015_1296565495",0.695045036169489,2012-11-05,"merced"
"NDVI_20121106_clip_20161215063015_278627486",0.691084848222132,2012-11-06,"merced"
"NDVI_20121107_clip_20161215063016_1770727843",0.69963478033182,2012-11-07,"merced"
"NDVI_20121108_clip_20161215063017_1001944547",0.669208852991278,2012-11-08,"merced"
"NDVI_20121109_clip_20161215063017_1734373708",0.606667925233316,2012-11-09,"merced"
"NDVI_20121110_clip_20161215063018_623817443",0.672019938583763,2012-11-10,"merced"
"NDVI_20121111_clip_20161215063018_394307609",0.727719870690957,2012-11-11,"merced"
"NDVI_20121112_clip_20161215063019_780768893",0.690393378494293,2012-11-12,"merced"
"NDVI_20121113_clip_20161215063020_770235407",0.697199486301745,2012-11-13,"merced"
"NDVI_20121114_clip_20161215063020_138639525",0.681501039262537,2012-11-14,"merced"
"NDVI_20121115_clip_20161215063021_2005079402",0.593478489667317,2012-11-15,"merced"
"NDVI_20121116_clip_20161215063022_814921531",0.507409840558448,2012-11-16,"merced"
"NDVI_20121117_clip_20161215063022_428260409",0.519352169401078,2012-11-17,"merced"
"NDVI_20121118_clip_20161215063023_401154590",0.533180332362986,2012-11-18,"merced"
"NDVI_20121119_clip_20161215063024_139923353",0.675848256723024,2012-11-19,"merced"
"NDVI_20121120_clip_20161215063024_1562547333",0.713575637753158,2012-11-20,"merced"
"NDVI_20121121_clip_20161215063025_2065015075",0.515868517757111,2012-11-21,"merced"
"NDVI_20121122_clip_20161215063026_600074353",0.65412151774803,2012-11-22,"merced"
"NDVI_20121123_clip_20161215063026_209946527",0.660996106979895,2012-11-23,"merced"
"NDVI_20121124_clip_20161215063027_900219601",0.666932886014771,2012-11-24,"merced"
